trainerID,trainername,pokename
3600,"Cooltrainer♂ Gaven",Victreebel
3600,"Cooltrainer♂ Gaven",Kingler
3600,"Cooltrainer♂ Gaven",Flareon
3601,"Cooltrainer♂ Gaven",Victreebel
3601,"Cooltrainer♂ Gaven",Kingler
3601,"Cooltrainer♂ Gaven",Flareon
3602,"Cooltrainer♀ Gwen",Eevee
3602,"Cooltrainer♀ Gwen",Vaporeon
3602,"Cooltrainer♀ Gwen",Jolteon
3602,"Cooltrainer♀ Gwen",Flareon
3603,"Cooltrainer♀ Irene",Goldeen
3603,"Cooltrainer♀ Irene",Seaking
3604,"Cooltrainer♂ Jake",Parasect
3604,"Cooltrainer♂ Jake",Golduck
3605,"Cooltrainer♀ Jenn",Staryu
3605,"Cooltrainer♀ Jenn",Starmie
3606,"Cooltrainer♀ Joyce",Pikachu
3606,"Cooltrainer♀ Joyce",Blastoise
3607,"Cooltrainer♀ Kate",Shellder
3607,"Cooltrainer♀ Kate",Cloyster
3608,"Cooltrainer♀ Kelly",Marill
3608,"Cooltrainer♀ Kelly",Wartortle
3608,"Cooltrainer♀ Kelly",Wartortle
3609,"Cooltrainer♂ Kevin",Rhyhorn
3609,"Cooltrainer♂ Kevin",Charmeleon
3609,"Cooltrainer♂ Kevin",Wartortle
3610,"Cooltrainer♀ Lois",Skiploom
3610,"Cooltrainer♀ Lois",Ninetales
3611,"Cooltrainer♀ Lola",Dratini
3611,"Cooltrainer♀ Lola",Dragonair
3612,"Cooltrainer♀ Megan",Bulbasaur
3612,"Cooltrainer♀ Megan",Ivysaur
3612,"Cooltrainer♀ Megan",Venusaur
3613,"Cooltrainer♂ Mike",Dragonair
3614,"Cooltrainer♂ Nick",Charmander
3614,"Cooltrainer♂ Nick",Bulbasaur
3614,"Cooltrainer♂ Nick",Squirtle
3615,"Cooltrainer♂ Paul",Dratini
3615,"Cooltrainer♂ Paul",Dratini
3615,"Cooltrainer♂ Paul",Dratini
3616,"Cooltrainer♀ Quinn",Ivysaur
3616,"Cooltrainer♀ Quinn",Starmie
3617,"Cooltrainer♀ Reena",Starmie
3617,"Cooltrainer♀ Reena",Starmie
3617,"Cooltrainer♀ Reena",Nidoqueen
3618,"Cooltrainer♀ Reena",Starmie
3618,"Cooltrainer♀ Reena",Starmie
3618,"Cooltrainer♀ Reena",Nidoqueen
3619,"Cooltrainer♀ Reena",Starmie
3619,"Cooltrainer♀ Reena",Starmie
3619,"Cooltrainer♀ Reena",Nidoqueen
3620,"Cooltrainer♂ Ryan",Pidgeot
3620,"Cooltrainer♂ Ryan",Electabuzz
3621,"Cooltrainer♂ Sean*",Flareon
3621,"Cooltrainer♂ Sean*",Tangela
3621,"Cooltrainer♂ Sean*",Tauros
3622,"Cooltrainer♂ Albert",Manectric
3622,"Cooltrainer♂ Albert",Muk
3623,"Cooltrainer♀ Alexa",Gloom
3623,"Cooltrainer♀ Alexa",Azumarill
3624,"Cooltrainer♂ Berke",Zangoose
3625,"Cooltrainer♀ Brooke",Wingull
3625,"Cooltrainer♀ Brooke",Numel
3625,"Cooltrainer♀ Brooke",Roselia
3626,"Cooltrainer♀ Brooke",Wingull
3626,"Cooltrainer♀ Brooke",Numel
3626,"Cooltrainer♀ Brooke",Roselia
3627,"Cooltrainer♀ Brooke",Pelipper
3627,"Cooltrainer♀ Brooke",Numel
3627,"Cooltrainer♀ Brooke",Roselia
3628,"Cooltrainer♀ Brooke",Pelipper
3628,"Cooltrainer♀ Brooke",Numel
3628,"Cooltrainer♀ Brooke",Roselia
3629,"Cooltrainer♀ Brooke",Pelipper
3629,"Cooltrainer♀ Brooke",Camerupt
3629,"Cooltrainer♀ Brooke",Roselia
3630,"Cooltrainer♀ Caroline",Mawile
3630,"Cooltrainer♀ Caroline",Sableye
3631,"Cooltrainer♂ Clyde",Swellow
3631,"Cooltrainer♂ Clyde",Trapinch
3631,"Cooltrainer♂ Clyde",Wailmer
3631,"Cooltrainer♂ Clyde",Magneton
3631,"Cooltrainer♂ Clyde",Shiftry
3632,"Cooltrainer♂ Edgar",Cacturne
3633,"Cooltrainer♀ Elaine",Lairon
3633,"Cooltrainer♀ Elaine",Manectric
3634,"Cooltrainer♂ George",Linoone
3635,"Cooltrainer♀ Hope",Roselia
3636,"Cooltrainer♀ Jennifer",Milotic
3637,"Cooltrainer♀ Jody",Zangoose
3638,"Cooltrainer♀ Julie",Sandslash
3638,"Cooltrainer♀ Julie",Ninetales
3639,"Cooltrainer♂ Leroy",Mawile
3639,"Cooltrainer♂ Leroy",Starmie
3640,"Cooltrainer♀ Lori",Linoone
3641,"Cooltrainer♀ Mary",Delcatty
3642,"Cooltrainer♀ Michelle",Nosepass
3642,"Cooltrainer♀ Michelle",Medicham
3642,"Cooltrainer♀ Michelle",Ludicolo
3643,"Cooltrainer♂ Owen",Kecleon
3643,"Cooltrainer♂ Owen",Rhyhorn
3643,"Cooltrainer♂ Owen",Tentacruel
3644,"Cooltrainer♂ Parker",Linoone
3645,"Cooltrainer♂ Randall",Delcatty
3646,"Cooltrainer♂ Ruben",Shiftry
3646,"Cooltrainer♂ Ruben",Graveler
3646,"Cooltrainer♂ Ruben",Loudred
3647,"Cooltrainer♂ Samuel",Dodrio
3647,"Cooltrainer♂ Samuel",Lairon
3647,"Cooltrainer♂ Samuel",Kadabra
3648,"Cooltrainer♀ Shannon",Claydol
3649,"Cooltrainer♂ Vincent",Sableye
3649,"Cooltrainer♂ Vincent",Medicham
3649,"Cooltrainer♂ Vincent",Sharpedo
3650,"Cooltrainer♂ Vito",Swellow
3650,"Cooltrainer♂ Vito",Kadabra
3650,"Cooltrainer♂ Vito",Manectric
3650,"Cooltrainer♂ Vito",Shiftry
3651,"Cooltrainer♂ Warren",Graveler
3651,"Cooltrainer♂ Warren",Magcargo
3651,"Cooltrainer♂ Warren",Ludicolo
3652,"Cooltrainer♀ Wendy",Mawile
3652,"Cooltrainer♀ Wendy",Roselia
3652,"Cooltrainer♀ Wendy",Pelipper
3653,"Cooltrainer♂ Wilton",Electrike
3653,"Cooltrainer♂ Wilton",Wailmer
3653,"Cooltrainer♂ Wilton",Makuhita
3654,"Cooltrainer♂ Wilton",Electrike
3654,"Cooltrainer♂ Wilton",Wailmer
3654,"Cooltrainer♂ Wilton",Makuhita
3655,"Cooltrainer♂ Wilton",Manectric
3655,"Cooltrainer♂ Wilton",Wailmer
3655,"Cooltrainer♂ Wilton",Makuhita
3656,"Cooltrainer♂ Wilton",Manectric
3656,"Cooltrainer♂ Wilton",Wailmer
3656,"Cooltrainer♂ Wilton",Makuhita
3657,"Cooltrainer♂ Wilton",Manectric
3657,"Cooltrainer♂ Wilton",Wailmer
3657,"Cooltrainer♂ Wilton",Hariyama
3658,"Cooltrainer♂ Zane",Kecleon
3659,"Cooltrainer♂ Albert",Magneton
3659,"Cooltrainer♂ Albert",Muk
3660,"Cooltrainer♀ Alexa",Gloom
3660,"Cooltrainer♀ Alexa",Azumarill
3661,"Cooltrainer♀ Alexia",Wigglytuff
3662,"Cooltrainer♀ Athena",Manectric
3662,"Cooltrainer♀ Athena",Linoone
3663,"Cooltrainer♂ Berke",Vigoroth
3664,"Cooltrainer♂ Braxton",Swellow
3664,"Cooltrainer♂ Braxton",Trapinch
3664,"Cooltrainer♂ Braxton",Wailmer
3664,"Cooltrainer♂ Braxton",Magneton
3664,"Cooltrainer♂ Braxton",Shiftry
3665,"Cooltrainer♀ Brooke",Wingull
3665,"Cooltrainer♀ Brooke",Numel
3665,"Cooltrainer♀ Brooke",Roselia
3666,"Cooltrainer♀ Brooke",Wingull
3666,"Cooltrainer♀ Brooke",Numel
3666,"Cooltrainer♀ Brooke",Roselia
3667,"Cooltrainer♀ Brooke",Pelipper
3667,"Cooltrainer♀ Brooke",Numel
3667,"Cooltrainer♀ Brooke",Roselia
3668,"Cooltrainer♀ Brooke",Pelipper
3668,"Cooltrainer♀ Brooke",Numel
3668,"Cooltrainer♀ Brooke",Roselia
3669,"Cooltrainer♀ Brooke",Pelipper
3669,"Cooltrainer♀ Brooke",Camerupt
3669,"Cooltrainer♀ Brooke",Roselia
3670,"Cooltrainer♀ Carolina",Manectric
3670,"Cooltrainer♀ Carolina",Swellow
3670,"Cooltrainer♀ Carolina",Manectric
3671,"Cooltrainer♀ Caroline",Skarmory
3671,"Cooltrainer♀ Caroline",Sableye
3672,"Cooltrainer♀ Cristin",Loudred
3672,"Cooltrainer♀ Cristin",Vigoroth
3673,"Cooltrainer♀ Cristin",Loudred
3673,"Cooltrainer♀ Cristin",Vigoroth
3674,"Cooltrainer♀ Cristin",Spinda
3674,"Cooltrainer♀ Cristin",Loudred
3674,"Cooltrainer♀ Cristin",Vigoroth
3675,"Cooltrainer♀ Cristin",Spinda
3675,"Cooltrainer♀ Cristin",Loudred
3675,"Cooltrainer♀ Cristin",Vigoroth
3676,"Cooltrainer♀ Cristin",Spinda
3676,"Cooltrainer♀ Cristin",Exploud
3676,"Cooltrainer♀ Cristin",Slaking
3677,"Cooltrainer♀ Darcy",Pelipper
3677,"Cooltrainer♀ Darcy",Camerupt
3678,"Cooltrainer♀ Dianne",Claydol
3678,"Cooltrainer♀ Dianne",Lanturn
3679,"Cooltrainer♂ Edgar",Cacturne
3679,"Cooltrainer♂ Edgar",Pelipper
3680,"Cooltrainer♂ Felix",Medicham
3680,"Cooltrainer♂ Felix",Claydol
3681,"Cooltrainer♂ George",Slakoth
3682,"Cooltrainer♂ Gerald",Kecleon
3683,"Cooltrainer♀ Halle",Sableye
3683,"Cooltrainer♀ Halle",Absol
3684,"Cooltrainer♀ Hope",Roselia
3685,"Cooltrainer♀ Jazmyn",Absol
3686,"Cooltrainer♀ Jennifer",Sableye
3687,"Cooltrainer♀ Jody",Zangoose
3688,"Cooltrainer♂ Jonathan",Kecleon
3688,"Cooltrainer♂ Jonathan",Loudred
3689,"Cooltrainer♀ Julie",Sandslash
3689,"Cooltrainer♀ Julie",Ninetales
3689,"Cooltrainer♀ Julie",Tropius
3690,"Cooltrainer♀ Katelynn",Gardevoir
3690,"Cooltrainer♀ Katelynn",Slaking
3691,"Cooltrainer♀ Keira",Lairon
3691,"Cooltrainer♀ Keira",Manectric
3692,"Cooltrainer♂ Leonel",Manectric
3693,"Cooltrainer♂ Leroy",Mawile
3693,"Cooltrainer♂ Leroy",Starmie
3694,"Cooltrainer♂ Marcel",Manectric
3694,"Cooltrainer♂ Marcel",Shiftry
3695,"Cooltrainer♀ Marley",Manectric
3696,"Cooltrainer♀ Mary",Delcatty
3697,"Cooltrainer♀ Michelle",Torkoal
3697,"Cooltrainer♀ Michelle",Medicham
3697,"Cooltrainer♀ Michelle",Ludicolo
3698,"Cooltrainer♂ Mitchell",Lunatone
3698,"Cooltrainer♂ Mitchell",Solrock
3699,"Cooltrainer♂ Owen",Kecleon
3699,"Cooltrainer♂ Owen",Graveler
3699,"Cooltrainer♂ Owen",Wailord
3700,"Cooltrainer♂ Parker",Spinda
3701,"Cooltrainer♂ Quincy",Slaking
3701,"Cooltrainer♂ Quincy",Dusclops
3702,"Cooltrainer♂ Randall",Swellow
3703,"Cooltrainer♂ Ruben",Shiftry
3703,"Cooltrainer♂ Ruben",Nosepass
3704,"Cooltrainer♂ Samuel",Swellow
3704,"Cooltrainer♂ Samuel",Mawile
3704,"Cooltrainer♂ Samuel",Kadabra
3705,"Cooltrainer♀ Shannon",Claydol
3706,"Cooltrainer♂ Vincent",Sableye
3706,"Cooltrainer♂ Vincent",Medicham
3706,"Cooltrainer♂ Vincent",Sharpedo
3707,"Cooltrainer♂ Vito",Dodrio
3707,"Cooltrainer♂ Vito",Kadabra
3707,"Cooltrainer♂ Vito",Electrode
3707,"Cooltrainer♂ Vito",Shiftry
3708,"Cooltrainer♂ Warren",Graveler
3708,"Cooltrainer♂ Warren",Ludicolo
3709,"Cooltrainer♀ Wendy",Mawile
3709,"Cooltrainer♀ Wendy",Roselia
3709,"Cooltrainer♀ Wendy",Pelipper
3710,"Cooltrainer♂ Wilton",Electrike
3710,"Cooltrainer♂ Wilton",Wailmer
3710,"Cooltrainer♂ Wilton",Makuhita
3711,"Cooltrainer♂ Wilton",Electrike
3711,"Cooltrainer♂ Wilton",Wailmer
3711,"Cooltrainer♂ Wilton",Makuhita
3712,"Cooltrainer♂ Wilton",Manectric
3712,"Cooltrainer♂ Wilton",Wailmer
3712,"Cooltrainer♂ Wilton",Makuhita
3713,"Cooltrainer♂ Wilton",Manectric
3713,"Cooltrainer♂ Wilton",Wailmer
3713,"Cooltrainer♂ Wilton",Makuhita
3714,"Cooltrainer♂ Wilton",Manectric
3714,"Cooltrainer♂ Wilton",Wailmer
3714,"Cooltrainer♂ Wilton",Hariyama
3715,"Cooltrainer♂ Albert",Venusaur
3716,"Cooltrainer♂ Albert",Tyranitar
3717,"Cooltrainer♀ Alexa",Clefairy
3717,"Cooltrainer♀ Alexa",Jigglypuff
3717,"Cooltrainer♀ Alexa",Persian
3717,"Cooltrainer♀ Alexa",Dewgong
3717,"Cooltrainer♀ Alexa",Chansey
3718,"Cooltrainer♀ Allyson",Starmie
3718,"Cooltrainer♀ Allyson",Kingdra
3719,"Cooltrainer♀ Caroline",Bellsprout
3719,"Cooltrainer♀ Caroline",Weepinbell
3719,"Cooltrainer♀ Caroline",Victreebel
3719,"Cooltrainer♀ Caroline",Paras
3719,"Cooltrainer♀ Caroline",Parasect
3720,"Cooltrainer♂ Colby",Kingler
3720,"Cooltrainer♂ Colby",Poliwhirl
3720,"Cooltrainer♂ Colby",Tentacruel
3720,"Cooltrainer♂ Colby",Seadra
3720,"Cooltrainer♂ Colby",Blastoise
3721,"Cooltrainer♂ George",Exeggutor
3721,"Cooltrainer♂ George",Sandslash
3721,"Cooltrainer♂ George",Cloyster
3721,"Cooltrainer♂ George",Electrode
3721,"Cooltrainer♂ George",Arcanine
3722,"Cooltrainer♀ Kathleen",Lapras
3723,"Cooltrainer♂ Leroy",Rhydon
3723,"Cooltrainer♂ Leroy",Slowbro
3723,"Cooltrainer♂ Leroy",Ursaring
3723,"Cooltrainer♂ Leroy",Machoke
3723,"Cooltrainer♂ Leroy",Kangaskhan
3724,"Cooltrainer♂ Leroy",Rhydon
3724,"Cooltrainer♂ Leroy",Slowbro
3724,"Cooltrainer♂ Leroy",Ursaring
3724,"Cooltrainer♂ Leroy",Machamp
3724,"Cooltrainer♂ Leroy",Kangaskhan
3725,"Cooltrainer♀ Mary",Bellsprout
3725,"Cooltrainer♀ Mary",Oddish
3725,"Cooltrainer♀ Mary",Weepinbell
3725,"Cooltrainer♀ Mary",Gloom
3725,"Cooltrainer♀ Mary",Ivysaur
3726,"Cooltrainer♀ Michelle",Persian
3726,"Cooltrainer♀ Michelle",Dewgong
3726,"Cooltrainer♀ Michelle",Ninetales
3726,"Cooltrainer♀ Michelle",Rapidash
3726,"Cooltrainer♀ Michelle",Girafarig
3727,"Cooltrainer♀ Michelle",Persian
3727,"Cooltrainer♀ Michelle",Dewgong
3727,"Cooltrainer♀ Michelle",Ninetales
3727,"Cooltrainer♀ Michelle",Rapidash
3727,"Cooltrainer♀ Michelle",Girafarig
3728,"Cooltrainer♀ Naomi",Persian
3728,"Cooltrainer♀ Naomi",Ponyta
3728,"Cooltrainer♀ Naomi",Rapidash
3728,"Cooltrainer♀ Naomi",Vulpix
3728,"Cooltrainer♀ Naomi",Ninetales
3729,"Cooltrainer♂ Rolando",Raticate
3729,"Cooltrainer♂ Rolando",Ivysaur
3729,"Cooltrainer♂ Rolando",Wartortle
3729,"Cooltrainer♂ Rolando",Charmeleon
3729,"Cooltrainer♂ Rolando",Charizard
3730,"Cooltrainer♂ Samuel",Sandslash
3730,"Cooltrainer♂ Samuel",Sandslash
3730,"Cooltrainer♂ Samuel",Rhyhorn
3730,"Cooltrainer♂ Samuel",Nidorino
3730,"Cooltrainer♂ Samuel",Nidoking
3731,"Cooltrainer♂ Warren",Marowak
3731,"Cooltrainer♂ Warren",Marowak
3731,"Cooltrainer♂ Warren",Rhyhorn
3731,"Cooltrainer♂ Warren",Nidorina
3731,"Cooltrainer♂ Warren",Nidoqueen
3732,"Cooltrainer♂ Yuji",Sandslash
3732,"Cooltrainer♂ Yuji",Graveler
3732,"Cooltrainer♂ Yuji",Onix
3732,"Cooltrainer♂ Yuji",Graveler
3732,"Cooltrainer♂ Yuji",Marowak
3733,"Ace Trainer♂ Abel",Aerodactyl
3734,"Ace Trainer♀ Alicia",Sneasel
3734,"Ace Trainer♀ Alicia",Tentacruel
3735,"Ace Trainer♂ Allen",Gastly
3735,"Ace Trainer♂ Allen",Haunter
3735,"Ace Trainer♂ Allen",Gengar
3736,"Ace Trainer♀ Alyssa",Ponyta
3736,"Ace Trainer♀ Alyssa",Grotle
3737,"Ace Trainer♂ Anton",Snover
3738,"Ace Trainer♀ Ariana",Ambipom
3738,"Ace Trainer♀ Ariana",Rapidash
3738,"Ace Trainer♀ Ariana",Chansey
3739,"Ace Trainer♀ Ariana",Ambipom
3739,"Ace Trainer♀ Ariana",Rapidash
3739,"Ace Trainer♀ Ariana",Chansey
3740,"Ace Trainer♂ Arthur",Raichu
3740,"Ace Trainer♂ Arthur",Gastrodon
3741,"Ace Trainer♂ Blake",Ambipom
3741,"Ace Trainer♂ Blake",Kadabra
3742,"Ace Trainer♀ Brandi",Pachirisu
3742,"Ace Trainer♀ Brandi",Azumarill
3742,"Ace Trainer♀ Brandi",Blissey
3743,"Ace Trainer♀ Breanna",Azumarill
3744,"Ace Trainer♀ Brenda",Pelipper
3744,"Ace Trainer♀ Brenda",Sudowoodo
3745,"Ace Trainer♀ Brenna",Snover
3746,"Ace Trainer♀ Catherine",Misdreavus
3746,"Ace Trainer♀ Catherine",Drifblim
3747,"Ace Trainer♂ Cesar",Skorupi
3747,"Ace Trainer♂ Cesar",Steelix
3748,"Ace Trainer♀ Clarice",Lopunny
3748,"Ace Trainer♀ Clarice",Quagsire
3748,"Ace Trainer♀ Clarice",Pelipper
3749,"Ace Trainer♂ Dalton",Raichu
3749,"Ace Trainer♂ Dalton",Hippopotas
3749,"Ace Trainer♂ Dalton",Pelipper
3750,"Ace Trainer♂ Dalton",Raichu
3750,"Ace Trainer♂ Dalton",Hippopotas
3750,"Ace Trainer♂ Dalton",Pelipper
3751,"Ace Trainer♀ Dana",Mightyena
3751,"Ace Trainer♀ Dana",Kirlia
3752,"Ace Trainer♀ Deanna",Flaaffy
3752,"Ace Trainer♀ Deanna",Tropius
3753,"Ace Trainer♀ Deanna",Ampharos
3753,"Ace Trainer♀ Deanna",Tropius
3754,"Ace Trainer♂ Dennis",Monferno
3754,"Ace Trainer♂ Dennis",Gyarados
3755,"Ace Trainer♂ Dennis",Monferno
3755,"Ace Trainer♂ Dennis",Luxio
3755,"Ace Trainer♂ Dennis",Gyarados
3756,"Ace Trainer♂ Dennis",Monferno
3756,"Ace Trainer♂ Dennis",Luxio
3756,"Ace Trainer♂ Dennis",Gyarados
3757,"Ace Trainer♀ Destiny",Kadabra
3757,"Ace Trainer♀ Destiny",Raichu
3758,"Ace Trainer♂ Ernest",Mothim
3758,"Ace Trainer♂ Ernest",Onix
3758,"Ace Trainer♂ Ernest",Luxio
3759,"Ace Trainer♂ Felix",Dusclops
3759,"Ace Trainer♂ Felix",Salamence
3760,"Ace Trainer♂ Garrett",Sneasel
3760,"Ace Trainer♂ Garrett",Machoke
3761,"Ace Trainer♂ Graham",Skarmory
3762,"Ace Trainer♂ Henry",Honchkrow
3763,"Ace Trainer♂ Isaiah",Quagsire
3764,"Ace Trainer♂ Jake",Staravia
3764,"Ace Trainer♂ Jake",Girafarig
3765,"Ace Trainer♂ Jake",Staravia
3765,"Ace Trainer♂ Jake",Girafarig
3766,"Ace Trainer♀ Jamie",Metagross
3767,"Ace Trainer♀ Jasmin",Drapion
3768,"Ace Trainer♂ Jonah",Ponyta
3768,"Ace Trainer♂ Jonah",Haunter
3768,"Ace Trainer♂ Jonah",Floatzel
3769,"Ace Trainer♂ Jose",Golduck
3769,"Ace Trainer♂ Jose",Sandslash
3770,"Ace Trainer♀ Kassandra",Stantler
3770,"Ace Trainer♀ Kassandra",Carnivine
3771,"Ace Trainer♂ Keenan",Primeape
3771,"Ace Trainer♂ Keenan",Torkoal
3772,"Ace Trainer♀ Laura",Lopunny
3773,"Ace Trainer♀ Maria",Golduck
3773,"Ace Trainer♀ Maria",Sudowoodo
3773,"Ace Trainer♀ Maria",Ponyta
3774,"Ace Trainer♀ Mariah",Golduck
3774,"Ace Trainer♀ Mariah",Blissey
3775,"Ace Trainer♀ Maya",Glameow
3775,"Ace Trainer♀ Maya",Kadabra
3776,"Ace Trainer♀ Maya",Glameow
3776,"Ace Trainer♀ Maya",Kadabra
3777,"Ace Trainer♀ Maya",Purugly
3777,"Ace Trainer♀ Maya",Alakazam
3778,"Ace Trainer♀ Meagan",Delcatty
3778,"Ace Trainer♀ Meagan",Yanma
3779,"Ace Trainer♂ Micah",Bibarel
3779,"Ace Trainer♂ Micah",Rapidash
3779,"Ace Trainer♂ Micah",Beautifly
3780,"Ace Trainer♀ Mikayla",Meowth
3780,"Ace Trainer♀ Mikayla",Persian
3780,"Ace Trainer♀ Mikayla",Hypno
3781,"Ace Trainer♀ Monique",Kangaskhan
3781,"Ace Trainer♀ Monique",Ursaring
3782,"Ace Trainer♀ Natasha",Dunsparce
3782,"Ace Trainer♀ Natasha",Marowak
3782,"Ace Trainer♀ Natasha",Scyther
3783,"Ace Trainer♀ Olivia",Roselia
3783,"Ace Trainer♀ Olivia",Seaking
3784,"Ace Trainer♀ Olivia",Roselia
3784,"Ace Trainer♀ Olivia",Seaking
3785,"Ace Trainer♂ Omar",Rapidash
3785,"Ace Trainer♂ Omar",Carnivine
3785,"Ace Trainer♂ Omar",Rampardos
3786,"Ace Trainer♂ Quinn",Pinsir
3786,"Ace Trainer♂ Quinn",Mightyena
3787,"Ace Trainer♂ Rodolfo",Lickitung
3787,"Ace Trainer♂ Rodolfo",Miltank
3788,"Ace Trainer♂ Rodolfo",Lickitung
3788,"Ace Trainer♂ Rodolfo",Miltank
3789,"Ace Trainer♂ Ruben",Poliwhirl
3789,"Ace Trainer♂ Ruben",Gyarados
3790,"Ace Trainer♀ Sandra",Granbull
3791,"Ace Trainer♂ Saul",Tauros
3792,"Ace Trainer♂ Saul",Tauros
3793,"Ace Trainer♀ Savannah",Pelipper
3793,"Ace Trainer♀ Savannah",Golduck
3793,"Ace Trainer♀ Savannah",Steelix
3794,"Ace Trainer♂ Sergio",Floatzel
3794,"Ace Trainer♂ Sergio",Sneasel
3795,"Ace Trainer♀ Shannon",Cherrim
3795,"Ace Trainer♀ Shannon",Marill
3795,"Ace Trainer♀ Shannon",Lopunny
3796,"Ace Trainer♀ Shannon",Cherrim
3796,"Ace Trainer♀ Shannon",Marill
3796,"Ace Trainer♀ Shannon",Lopunny
3797,"Ace Trainer♂ Skylar",Loudred
3797,"Ace Trainer♂ Skylar",Rampardos
3798,"Ace Trainer♂ Stefan",Larvitar
3798,"Ace Trainer♂ Stefan",Magcargo
3799,"Ace Trainer♀ Sydney",Clefable
3799,"Ace Trainer♀ Sydney",Torterra
3800,"Ace Trainer♂ Zachery",Steelix
3800,"Ace Trainer♂ Zachery",Medicham
3801,"Ace Trainer♂ Abel",Glalie
3801,"Ace Trainer♂ Abel",Crobat
3802,"Ace Trainer♀ Alicia",Sneasel
3802,"Ace Trainer♀ Alicia",Sneasel
3803,"Ace Trainer♂ Allen",Gastly
3803,"Ace Trainer♂ Allen",Gastly
3803,"Ace Trainer♂ Allen",Haunter
3804,"Ace Trainer♀ Alyssa",Aipom
3804,"Ace Trainer♀ Alyssa",Grotle
3804,"Ace Trainer♀ Alyssa",Girafarig
3805,"Ace Trainer♂ Anton",Glalie
3806,"Ace Trainer♂ Arthur",Gastrodon
3806,"Ace Trainer♂ Arthur",Beedrill
3806,"Ace Trainer♂ Arthur",Electrode
3807,"Ace Trainer♂ Blake",Ambipom
3807,"Ace Trainer♂ Blake",Porygon2
3808,"Ace Trainer♀ Brandi",Marowak
3808,"Ace Trainer♀ Brandi",Kangaskhan
3809,"Ace Trainer♀ Breanna",Bronzor
3809,"Ace Trainer♀ Breanna",Bronzor
3809,"Ace Trainer♀ Breanna",Bronzor
3810,"Ace Trainer♀ Brenda",Lopunny
3810,"Ace Trainer♀ Brenda",Medicham
3810,"Ace Trainer♀ Brenda",Kirlia
3811,"Ace Trainer♀ Brenna",Sneasel
3811,"Ace Trainer♀ Brenna",Snorunt
3811,"Ace Trainer♀ Brenna",Snover
3812,"Ace Trainer♀ Catherine",Haunter
3812,"Ace Trainer♀ Catherine",Misdreavus
3813,"Ace Trainer♂ Cesar",Scizor
3814,"Ace Trainer♀ Clarice",Swalot
3814,"Ace Trainer♀ Clarice",Ninetales
3814,"Ace Trainer♀ Clarice",Magnezone
3815,"Ace Trainer♂ Dalton",Electabuzz
3815,"Ace Trainer♂ Dalton",Magmar
3816,"Ace Trainer♂ Dalton",Electivire
3816,"Ace Trainer♂ Dalton",Magmortar
3817,"Ace Trainer♀ Dana",Mightyena
3817,"Ace Trainer♀ Dana",Kirlia
3818,"Ace Trainer♀ Deanna",Flaaffy
3818,"Ace Trainer♀ Deanna",Tropius
3819,"Ace Trainer♀ Deanna",Ampharos
3819,"Ace Trainer♀ Deanna",Tropius
3820,"Ace Trainer♂ Dennis",Gligar
3820,"Ace Trainer♂ Dennis",Drifblim
3820,"Ace Trainer♂ Dennis",Buizel
3821,"Ace Trainer♂ Dennis",Gligar
3821,"Ace Trainer♂ Dennis",Drifblim
3821,"Ace Trainer♂ Dennis",Floatzel
3822,"Ace Trainer♂ Dennis",Gliscor
3822,"Ace Trainer♂ Dennis",Drifblim
3822,"Ace Trainer♂ Dennis",Floatzel
3823,"Ace Trainer♀ Destiny",Electabuzz
3823,"Ace Trainer♀ Destiny",Raichu
3824,"Ace Trainer♂ Ernest",Scyther
3824,"Ace Trainer♂ Ernest",Luxio
3824,"Ace Trainer♂ Ernest",Probopass
3825,"Ace Trainer♂ Felix",Dusclops
3825,"Ace Trainer♂ Felix",Salamence
3826,"Ace Trainer♂ Garrett",Dusclops
3826,"Ace Trainer♂ Garrett",Scyther
3827,"Ace Trainer♂ Graham",Tyrogue
3827,"Ace Trainer♂ Graham",Hitmonchan
3828,"Ace Trainer♂ Henry",Rhydon
3828,"Ace Trainer♂ Henry",Carnivine
3829,"Ace Trainer♂ Isaiah",Piloswine
3830,"Ace Trainer♂ Jake",Staraptor
3830,"Ace Trainer♂ Jake",Girafarig
3831,"Ace Trainer♂ Jake",Staraptor
3831,"Ace Trainer♂ Jake",Girafarig
3832,"Ace Trainer♀ Jamie",Metagross
3833,"Ace Trainer♀ Jasmin",Drapion
3834,"Ace Trainer♂ Jonah",Quagsire
3834,"Ace Trainer♂ Jonah",Staraptor
3834,"Ace Trainer♂ Jonah",Hippopotas
3835,"Ace Trainer♂ Jose",Golduck
3835,"Ace Trainer♂ Jose",Sandslash
3835,"Ace Trainer♂ Jose",Manectric
3836,"Ace Trainer♀ Kassandra",Jumpluff
3836,"Ace Trainer♀ Kassandra",Ampharos
3836,"Ace Trainer♀ Kassandra",Onix
3837,"Ace Trainer♂ Keenan",Primeape
3837,"Ace Trainer♂ Keenan",Banette
3837,"Ace Trainer♂ Keenan",Electabuzz
3838,"Ace Trainer♀ Laura",Tropius
3839,"Ace Trainer♀ Maria",Golduck
3839,"Ace Trainer♀ Maria",Sudowoodo
3839,"Ace Trainer♀ Maria",Rapidash
3840,"Ace Trainer♀ Mariah",Blissey
3840,"Ace Trainer♀ Mariah",Glalie
3840,"Ace Trainer♀ Mariah",Magnezone
3841,"Ace Trainer♀ Maya",Roselia
3841,"Ace Trainer♀ Maya",Ralts
